gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,MonthlyCharges,Churn
Female,1,No,1,Yes,No,No,69.25,Yes
Female,0,Yes,43,No,No phone service,Yes,51.25,No
Male,0,No,59,Yes,Yes,No,99.5,Yes
Female,0,No,23,Yes,No,No,54.25,No
Female,0,No,72,Yes,No,No internet service,19.4,No
Male,0,No,22,Yes,No,Yes,56.25,No
Female,0,No,1,No,No phone service,No,25.15,No
Male,0,No,69,Yes,Yes,No internet service,23.95,No
Male,0,No,50,No,No phone service,Yes,35.4,No
Female,1,No,1,No,No phone service,No,25.2,Yes
Male,0,No,2,Yes,No,No,45,Yes
Female,0,No,15,Yes,No,No,75.35,No
Male,0,No,31,Yes,No,No internet service,20.4,No
Male,0,No,1,Yes,No,No internet service,20.15,Yes
Male,0,No,66,Yes,Yes,No,105,Yes
Female,0,Yes,0,No,No phone service,Yes,56.05,No
Male,0,Yes,3,Yes,No,No,54.7,Yes
Female,0,No,8,Yes,No,No internet service,20,No
Male,0,Yes,64,Yes,No,Yes,73.05,No
Female,0,No,28,Yes,No,No internet service,20.5,No
Female,0,No,57,Yes,Yes,No,100.75,No
Female,0,Yes,14,Yes,Yes,No,87.25,Yes
Male,0,No,19,Yes,No,No internet service,19.95,No
Male,0,No,10,Yes,No,No,79.95,Yes
Female,0,No,51,No,No phone service,No,49.65,No
Female,0,No,67,Yes,Yes,Yes,65.65,No
Male,0,Yes,11,Yes,No,No internet service,20.45,No
Male,0,Yes,72,No,No phone service,Yes,60.95,No
Male,0,Yes,66,Yes,No,No internet service,20.35,No
Female,0,No,18,Yes,Yes,No,88.35,Yes
Female,0,No,9,Yes,No,No internet service,19.5,No
Female,0,No,9,Yes,Yes,No,75.2,No
Male,0,No,48,Yes,Yes,Yes,111.45,No
Male,0,No,10,Yes,No,No,70.15,No
Female,0,No,9,Yes,Yes,No,94.75,Yes
Female,1,No,13,Yes,Yes,No,95.05,Yes
Male,0,No,4,Yes,Yes,No,78.45,Yes
Male,0,No,4,Yes,No,No,70.2,Yes
Female,0,No,72,Yes,Yes,Yes,92,No
Female,0,Yes,51,Yes,No,Yes,85.5,No
Male,0,No,59,No,No phone service,No,41.05,Yes
Male,0,No,10,Yes,Yes,No,85.6,Yes
Male,1,No,61,Yes,Yes,No,82.15,No
Male,0,No,54,Yes,No,Yes,84.4,No
Female,0,No,33,Yes,Yes,Yes,60.9,No
Female,0,No,27,Yes,No,No internet service,20.25,No
Female,1,No,1,Yes,No,No,79.2,Yes
Male,0,No,23,Yes,No,No,95.3,No
Male,0,Yes,1,Yes,No,No internet service,19.85,No
Male,0,Yes,45,Yes,No,Yes,84.35,No
Female,0,Yes,39,Yes,No,No internet service,19.85,No
Male,0,No,5,Yes,No,No,70,Yes
Male,0,Yes,72,Yes,Yes,Yes,82.3,No
Female,0,Yes,58,Yes,Yes,No,66.8,No
Female,0,No,70,No,No phone service,Yes,44.6,No
Male,0,Yes,61,Yes,No,No,98.45,No
Male,0,No,2,Yes,No,No,70.7,No
Female,0,Yes,46,Yes,Yes,No internet service,24.95,No
Female,0,No,1,Yes,Yes,No,49.95,Yes
Female,0,No,22,Yes,No,No,69.25,Yes
Female,0,No,48,Yes,No,Yes,102.5,No
Male,0,No,64,Yes,Yes,No,86.55,No
Male,0,Yes,72,Yes,Yes,No internet service,24.3,No
Female,0,Yes,12,Yes,No,No,58.35,No
Female,1,No,34,Yes,Yes,No,94.25,Yes
Female,0,Yes,72,Yes,No,Yes,68.75,No
Male,0,No,29,Yes,Yes,No,85.8,No
Male,0,Yes,33,Yes,No,No internet service,20.1,No
Female,0,No,1,Yes,No,No internet service,20.35,No
Female,0,Yes,62,Yes,Yes,No,110.8,No
Male,0,No,41,Yes,Yes,No,73,Yes
Female,0,No,64,Yes,Yes,No,100.05,Yes
Female,0,No,4,Yes,No,No,82.85,No
Female,0,No,24,Yes,Yes,Yes,84.35,No
Female,0,Yes,14,Yes,No,No internet service,19.55,No
Male,0,Yes,3,Yes,No,No internet service,19.95,No
Female,1,No,4,Yes,No,No,99.8,Yes
Female,0,Yes,18,No,No phone service,No,35,Yes
Male,0,No,8,Yes,No,No,66.25,No
Female,0,No,35,Yes,Yes,No internet service,23.3,No
Female,0,No,1,Yes,Yes,No,76,Yes
Male,0,Yes,66,Yes,Yes,No internet service,25.3,No
Male,0,Yes,8,No,No phone service,Yes,44.55,No
Female,0,No,71,Yes,Yes,Yes,104.1,No
Female,0,Yes,43,Yes,Yes,No,92.55,No
Female,1,No,2,Yes,Yes,No,93.85,Yes
Male,1,No,29,Yes,No,No,101.45,No
Female,0,No,15,Yes,No,No,84.3,Yes
Male,0,Yes,65,Yes,Yes,Yes,94.55,No
Male,0,No,35,Yes,Yes,No,95.5,No
Male,0,No,64,Yes,No,Yes,100.3,No
Female,0,Yes,58,No,No phone service,No,55.5,No
Female,1,No,18,Yes,No,No,49.85,No
Male,0,Yes,67,Yes,Yes,No,89.55,No
Male,0,Yes,63,Yes,No,No internet service,19.15,No
Female,0,No,60,Yes,Yes,No,99.8,No
Male,1,No,9,Yes,Yes,No,84.4,Yes
Female,0,Yes,70,Yes,Yes,Yes,113.05,No
Male,0,No,15,Yes,Yes,No,101.1,Yes
Female,0,Yes,48,Yes,No,No internet service,19.95,No
Male,0,No,12,Yes,No,No,74.15,No
Male,1,No,71,Yes,Yes,Yes,92,No
Male,1,No,44,Yes,No,No,73.85,No
Male,0,No,1,Yes,Yes,No,50.45,Yes
Male,0,Yes,45,Yes,Yes,No internet service,24.45,No
Female,0,No,23,Yes,Yes,No internet service,24.8,No
Female,0,No,43,Yes,Yes,No,64.85,No
Male,0,No,35,Yes,No,No internet service,20.75,No
Male,0,No,9,Yes,No,Yes,68.95,No
Male,0,No,12,Yes,Yes,No,99.95,Yes
Female,1,No,65,Yes,Yes,Yes,109.4,No
Female,0,No,2,Yes,Yes,No,91.4,Yes
Male,0,No,27,Yes,Yes,No,49,No
Female,0,No,40,Yes,No,No,50.25,No
Female,1,No,5,Yes,No,No,75.55,Yes
Male,0,Yes,8,Yes,No,No internet service,19.9,No
Female,1,No,58,Yes,Yes,No,97.8,No
Female,0,Yes,52,Yes,No,Yes,100.3,No
Male,0,No,3,Yes,No,No,55.8,No
Male,0,Yes,41,Yes,No,Yes,111.15,No
Male,0,No,20,Yes,Yes,No,98.55,No
Male,0,Yes,1,Yes,Yes,No,50.05,No
Male,0,Yes,4,Yes,Yes,No,80.8,Yes
Male,0,No,23,Yes,No,No internet service,20.85,No
Female,1,No,6,Yes,No,No internet service,19.5,No
Male,0,Yes,8,Yes,No,No internet service,19.35,No
Male,0,No,18,Yes,Yes,Yes,69.5,No
Male,1,No,52,No,No phone service,Yes,48.8,No
Male,0,No,31,Yes,No,No,94.5,No
Male,0,Yes,29,Yes,No,No internet service,20.65,No
Female,0,No,36,Yes,Yes,Yes,106.05,No
Female,0,No,16,Yes,Yes,No,100,Yes
Male,0,No,42,Yes,Yes,No,108.3,No
Male,0,No,1,Yes,No,No internet service,20.55,Yes
Female,0,No,60,Yes,No,No,99.65,No
Male,0,No,5,Yes,Yes,No,85.3,Yes
Male,0,No,22,Yes,Yes,Yes,95.9,No
Male,0,No,36,Yes,No,No internet service,20,No
Female,0,No,4,Yes,No,No,70.4,Yes
Male,0,No,9,Yes,No,Yes,64.95,No
Male,0,Yes,1,Yes,No,No,74.6,No
Male,0,Yes,12,Yes,No,Yes,49.2,No
Female,0,No,23,Yes,Yes,No,73.75,No
Male,0,No,62,Yes,Yes,Yes,92.3,No
Male,0,No,37,Yes,Yes,No,98.8,Yes
Female,0,No,8,Yes,No,No internet service,19.2,No
Male,0,No,31,Yes,Yes,No,88.65,No
Male,0,Yes,13,Yes,Yes,No,74.4,Yes
Female,0,No,24,Yes,Yes,No,98.75,Yes
Male,0,Yes,45,Yes,Yes,No,95.95,No
Female,1,No,69,Yes,Yes,No,105.4,No
Male,0,No,2,Yes,No,No internet service,20.25,No
Male,0,Yes,61,Yes,Yes,Yes,106,Yes
Male,0,No,41,Yes,Yes,No,104.7,Yes
Female,0,No,44,No,No phone service,No,49.05,No
Male,0,No,39,No,No phone service,No,35.55,No
Male,0,Yes,72,No,No phone service,Yes,65.1,No
Female,1,No,13,Yes,No,No,96.85,No
Female,0,Yes,51,Yes,No,Yes,69.75,No
Female,1,No,71,Yes,No,No,99.2,No
Male,1,No,22,Yes,Yes,No,96.7,Yes
Female,0,No,2,Yes,No,No,55.05,Yes
Female,0,No,56,Yes,Yes,No,106.8,No
Male,0,No,1,Yes,No,Yes,51.25,No
Female,0,Yes,23,Yes,No,Yes,57.75,No
Female,1,No,66,Yes,Yes,No,70.85,No
Female,0,No,1,Yes,No,No internet service,19.55,No
Male,1,No,19,Yes,Yes,No,88.2,Yes
Male,0,No,11,Yes,No,Yes,79.5,No
Female,0,Yes,8,Yes,No,No internet service,19.75,Yes
Female,0,Yes,52,Yes,Yes,Yes,98.15,No
Male,0,No,3,Yes,No,No internet service,20.25,No
Female,0,Yes,51,Yes,No,Yes,79.15,No
Male,1,No,15,Yes,Yes,No,75.65,Yes
Male,1,No,64,Yes,Yes,No,94.25,No
Female,0,No,37,No,No phone service,No,40.2,No
Male,0,No,13,Yes,No,No internet service,19.95,No
Male,0,No,49,Yes,Yes,Yes,55.35,No
Female,1,No,45,Yes,Yes,No,102.15,No
Female,0,No,18,Yes,No,No,71.1,No
Male,1,No,1,Yes,Yes,No,74.7,Yes
Male,0,No,68,No,No phone service,Yes,54.1,No
Male,0,No,54,Yes,No,No internet service,19.65,No
Female,1,Yes,23,Yes,No,No,88.45,No
Male,0,No,17,Yes,No,No,76.65,Yes
Male,0,No,71,Yes,Yes,Yes,80.4,No
Female,0,Yes,67,Yes,No,No internet service,19.25,No
Female,0,Yes,14,Yes,Yes,No,84.8,No
Female,1,No,1,No,No phone service,No,25.8,Yes
Female,0,Yes,63,Yes,No,No internet service,19.5,No
Female,0,No,41,Yes,Yes,No,68.6,No
Female,0,No,17,Yes,Yes,No,92.6,No
Male,0,No,56,Yes,Yes,Yes,100.55,No
Female,0,No,5,Yes,No,No internet service,20.55,No
Female,0,No,2,No,No phone service,Yes,42.6,Yes
Female,0,No,3,Yes,No,No internet service,19.6,No
Male,0,No,37,Yes,Yes,Yes,67.45,No
Female,0,No,29,Yes,No,Yes,68.85,Yes
Male,0,No,8,Yes,No,No,43.55,No
Female,0,No,63,Yes,Yes,No,109.85,No
Female,0,Yes,7,Yes,No,No internet service,20.65,No
Female,0,No,3,Yes,No,No,95.4,No
Male,0,Yes,72,Yes,No,No internet service,21,No
Female,0,No,19,Yes,No,No,56.2,No
Female,0,No,59,Yes,No,No internet service,18.4,No
Male,0,Yes,2,Yes,No,No,90,Yes
Female,0,Yes,35,Yes,Yes,No internet service,25.75,No
Male,0,No,14,Yes,No,No internet service,19.6,No
Female,0,No,14,Yes,No,No,75.35,Yes
Female,0,Yes,69,Yes,No,No internet service,19.8,No
Male,1,No,7,Yes,Yes,Yes,64.2,No
Male,0,Yes,69,Yes,No,Yes,75.75,No
Female,0,Yes,72,Yes,Yes,No,78.95,No
Male,0,No,8,Yes,Yes,No,100.85,Yes
Female,0,Yes,4,Yes,No,Yes,50.3,No
Male,0,Yes,63,Yes,No,No,80.3,No
Male,0,No,72,Yes,No,No internet service,19.85,No
Female,0,No,46,Yes,No,No internet service,21.1,No
Female,0,No,5,Yes,No,No,69.95,Yes
Male,0,No,30,Yes,No,No,50,No
Male,0,No,63,Yes,Yes,No,104.75,No
Female,0,No,60,Yes,No,No internet service,19.85,No
Female,0,No,63,Yes,Yes,No,107.5,Yes
Male,0,Yes,25,Yes,No,No,85.9,No
Male,0,No,1,Yes,No,No,45.85,Yes
Male,1,No,6,Yes,Yes,No,80.8,No
Male,0,No,22,Yes,Yes,No internet service,25.25,No
Female,0,Yes,31,Yes,Yes,No,80.55,No
Female,0,Yes,39,Yes,No,No,81.5,No
Male,0,No,26,Yes,No,No internet service,20.9,No
Female,0,No,53,Yes,No,Yes,106.1,Yes
Female,0,No,1,Yes,No,No,91.7,Yes
Male,0,No,12,Yes,Yes,Yes,67.25,No
Female,0,No,16,Yes,Yes,No,95.6,Yes
Female,0,No,2,Yes,No,No internet service,20.35,No
Male,0,Yes,39,No,No phone service,Yes,45.05,No
Male,0,No,1,Yes,Yes,No,74.95,Yes
Female,0,Yes,7,No,No phone service,Yes,34.65,No
Male,1,No,4,Yes,No,No,69.35,No
Male,1,No,10,Yes,Yes,No,95.35,Yes
Female,0,No,55,Yes,No,No,81.55,No
Male,0,Yes,72,Yes,No,No,75.4,No
Female,0,No,10,Yes,No,No,67.8,No
Male,1,No,11,Yes,Yes,No,111.4,No
Female,0,Yes,15,Yes,No,No,46.3,No
Female,0,Yes,23,Yes,No,No internet service,20.4,No
Male,0,Yes,1,Yes,No,No internet service,20.05,No
Female,1,No,3,Yes,No,No,45,Yes
Male,0,Yes,47,Yes,No,Yes,96.1,No
Female,0,Yes,15,Yes,No,No internet service,19.65,No
Male,0,No,66,Yes,No,No,99.5,Yes
Female,1,No,68,Yes,No,No,60.65,No
Female,0,Yes,17,Yes,No,No,98.6,Yes
Female,0,No,7,Yes,No,No,59.5,Yes
Male,1,No,12,Yes,No,No,80.45,Yes
Female,1,No,21,Yes,Yes,No,71.7,No
Male,0,No,21,No,No phone service,No,36,No
Female,0,Yes,56,Yes,Yes,Yes,65.2,No
Female,0,Yes,6,Yes,Yes,No,48.95,No
Female,1,No,65,No,No phone service,No,53.5,No
Male,0,No,42,Yes,Yes,Yes,80.45,No
Female,0,Yes,68,Yes,Yes,Yes,109.05,No
Male,0,Yes,48,Yes,Yes,No internet service,26.3,No
Female,1,No,50,Yes,Yes,No,106.8,No
Female,1,No,7,Yes,No,No,64.95,No
Female,0,Yes,63,Yes,No,No internet service,19.35,No
Male,0,No,17,Yes,No,No internet service,21.1,No
Female,0,Yes,42,Yes,No,No,77.95,Yes
Male,0,Yes,4,Yes,No,No internet service,18.85,No
Female,0,Yes,62,Yes,Yes,No internet service,26,No
Male,1,No,2,Yes,No,No,74.7,Yes
Female,0,No,2,Yes,No,No,70.35,No
Male,0,No,48,Yes,Yes,Yes,96.9,No
Male,0,No,27,Yes,No,No internet service,19.55,No
Female,0,Yes,70,Yes,No,No,80.4,No
Male,1,No,1,Yes,Yes,No,88.8,Yes
Male,0,No,46,Yes,Yes,No,94.65,No
Male,0,No,30,Yes,No,No,90.25,Yes
Female,0,No,15,Yes,Yes,Yes,64.65,Yes
Male,0,Yes,69,Yes,Yes,No,95.75,No
Male,0,No,65,Yes,No,No internet service,19.55,No
Male,1,Yes,72,Yes,No,Yes,104.1,No
Male,1,No,13,Yes,No,No,89.05,Yes
Male,0,No,17,Yes,No,No internet service,20.1,No
Male,0,No,51,Yes,Yes,Yes,111.55,No
Male,0,Yes,51,Yes,No,Yes,60.5,No
Female,0,No,72,Yes,Yes,Yes,90.95,No
Male,0,Yes,67,Yes,Yes,No,87.4,Yes
Male,0,No,34,Yes,No,No internet service,19.7,No
Male,0,No,67,No,No phone service,Yes,50.95,No
Female,0,No,49,Yes,No,No internet service,20.05,No
Male,0,Yes,53,Yes,No,No internet service,19.4,No
Male,0,No,27,Yes,Yes,No,59.45,No
Female,1,No,23,Yes,No,No,94.75,Yes
Male,0,No,69,Yes,Yes,Yes,81.5,No
Female,0,Yes,2,No,No phone service,No,29.05,No
Female,0,No,35,Yes,Yes,No,86.45,Yes
Female,0,No,46,Yes,No,Yes,70.6,No
Female,0,No,54,Yes,Yes,No,97.2,No
Female,0,No,56,Yes,Yes,No,98.25,Yes
Female,0,No,9,Yes,No,No,75.75,Yes
Male,0,No,20,Yes,Yes,Yes,59.2,No
Male,0,No,11,Yes,No,No,75.9,No
Female,1,No,30,Yes,Yes,No,90.05,No
Male,0,No,68,Yes,No,Yes,70.95,No
Male,1,No,38,Yes,Yes,No,102.6,No
Female,1,No,17,Yes,Yes,Yes,85.35,Yes
Male,0,No,48,Yes,Yes,No,106.1,Yes
Female,0,No,1,Yes,No,No,43.8,No
Male,0,Yes,63,No,No phone service,Yes,59,No
Female,0,No,3,Yes,No,No,69.95,No
Female,0,No,48,Yes,Yes,No internet service,24.35,No
Male,0,No,66,No,No phone service,No,29.45,No
Female,0,Yes,68,Yes,Yes,No,84.4,No
Male,1,No,17,Yes,No,No,45.05,Yes
Female,0,Yes,7,Yes,No,No internet service,20.65,No
Male,0,No,72,Yes,Yes,Yes,87.1,No
Female,0,No,29,Yes,No,No internet service,19.85,No
Male,0,No,37,Yes,No,No,90.35,No
Female,0,No,34,Yes,Yes,Yes,109.8,Yes
Female,1,No,42,Yes,Yes,No,84.65,Yes
Female,0,Yes,59,Yes,Yes,Yes,65.5,No
Male,0,Yes,11,Yes,No,No,79.5,Yes
Male,1,Yes,60,Yes,Yes,Yes,80.95,No
Female,0,No,27,Yes,No,No,56.15,No
Female,0,No,1,Yes,Yes,No,85.8,Yes
Male,1,No,1,Yes,No,No,79.1,Yes
Male,0,No,17,No,No phone service,Yes,34.4,No
Male,0,No,58,Yes,No,No internet service,20.75,No
Male,0,Yes,1,Yes,No,No internet service,18.8,No
Female,0,Yes,3,Yes,No,No,44.3,Yes
Female,0,No,53,Yes,Yes,Yes,90.8,No
Male,0,No,35,Yes,Yes,No internet service,25.6,No
Male,0,Yes,50,Yes,Yes,Yes,105.95,Yes
Male,0,Yes,68,Yes,Yes,No,70.8,No
Male,0,No,47,Yes,Yes,No internet service,25.4,No
Female,1,No,65,Yes,Yes,No,108.8,No
Male,0,No,5,Yes,No,No,69.75,Yes
Male,0,No,51,Yes,Yes,No,94.65,Yes
Female,0,No,46,Yes,Yes,No,96.05,Yes
Female,0,No,9,Yes,Yes,No,76.85,No
Female,0,No,8,Yes,No,No internet service,20.25,No
Male,0,No,14,Yes,Yes,No internet service,24.8,No
Female,0,No,45,Yes,Yes,Yes,115.65,No
Female,0,No,8,Yes,Yes,No,74.6,No
Male,1,Yes,1,Yes,No,No,50.15,Yes
Male,0,Yes,66,Yes,No,Yes,103.15,No
Male,0,Yes,72,Yes,Yes,Yes,72.1,No
Female,0,No,41,Yes,Yes,Yes,113.6,Yes
Female,0,Yes,23,Yes,Yes,No internet service,25.1,No
Female,0,No,29,Yes,No,No,78.9,Yes
Female,0,No,4,Yes,Yes,Yes,80.15,No
Male,0,Yes,6,Yes,Yes,No internet service,25.4,No
Female,1,No,67,Yes,Yes,Yes,105.4,No
Male,1,Yes,7,Yes,No,No,45.75,No
Male,0,Yes,56,Yes,Yes,No internet service,24.45,No
Female,0,No,72,Yes,Yes,No internet service,25,No
Male,0,No,72,Yes,Yes,Yes,85.25,No
Male,0,Yes,23,Yes,No,No internet service,19.6,No
Female,0,Yes,35,Yes,Yes,No,50.15,No
Male,1,No,27,Yes,No,No,70.55,No
Female,0,Yes,26,Yes,Yes,No,60.05,Yes
Male,0,Yes,12,Yes,Yes,No internet service,26.4,No
Female,0,No,40,Yes,No,No internet service,20.15,No
Male,0,Yes,7,No,No phone service,Yes,58.85,No
Male,0,Yes,70,Yes,Yes,Yes,97.55,No
Male,0,Yes,60,Yes,No,No internet service,19.65,No
Male,0,Yes,39,No,No phone service,No,25.25,No
Male,0,No,72,Yes,Yes,Yes,114.45,No
Female,0,No,1,No,No phone service,No,34.7,Yes
Male,0,Yes,54,Yes,Yes,No,70.7,No
Male,0,No,3,Yes,Yes,No,85.3,Yes
Female,0,Yes,63,Yes,No,Yes,75.55,No
Male,0,Yes,71,Yes,Yes,No,84.8,No
Female,0,No,42,Yes,No,No internet service,20.65,No
Male,0,No,47,Yes,No,No internet service,20.45,No
Female,0,Yes,66,Yes,Yes,No,102.45,Yes
Female,0,No,21,Yes,Yes,Yes,104.4,Yes
Male,0,No,11,No,No phone service,No,35.65,No
Male,0,Yes,1,Yes,Yes,No,99.75,Yes
Female,1,No,55,Yes,Yes,No,90.45,No
Male,0,No,69,Yes,Yes,No,97.65,No
Female,1,No,3,Yes,No,No,73.85,No
Male,0,No,4,Yes,No,No,74.4,Yes
Male,1,No,30,Yes,Yes,No,69.1,No
Female,0,No,5,Yes,Yes,No,82.75,No
Female,0,No,71,Yes,Yes,No internet service,24.4,No
Female,0,No,29,Yes,Yes,No,55.25,No
Male,0,No,52,Yes,Yes,No,61.35,No
Male,0,No,68,Yes,Yes,Yes,76.75,No
Female,0,Yes,46,Yes,No,No internet service,19.4,No
Male,0,No,8,Yes,No,No,54.75,No
Male,0,No,72,Yes,No,No internet service,19.7,No
Female,0,No,17,Yes,No,No internet service,19.9,No
Male,0,No,3,Yes,No,No,107.95,No
Female,1,No,2,Yes,No,No,83.8,No
Female,0,No,9,Yes,No,Yes,74.25,Yes
Female,0,No,51,No,No phone service,No,56.4,No
Female,0,Yes,6,Yes,No,No internet service,20.1,No
Female,0,No,3,Yes,Yes,No,94.9,No
Female,1,No,17,Yes,Yes,No,94.2,No
Male,0,No,30,Yes,Yes,No,49.9,No
Male,0,No,31,Yes,Yes,No,71.05,No
Female,0,No,45,Yes,No,Yes,81.65,No
Male,0,No,64,Yes,Yes,Yes,89.45,No
Male,0,No,1,Yes,Yes,No,59.85,Yes
Female,1,No,1,Yes,No,No,69.6,Yes
Male,1,Yes,61,Yes,Yes,No,99,No
Male,0,No,1,Yes,No,No internet service,19.05,No
Male,0,No,9,No,No phone service,No,45.4,Yes
Male,0,Yes,72,Yes,Yes,Yes,114.45,No
Female,0,No,1,Yes,No,No internet service,19.5,Yes
Female,0,No,7,Yes,No,No,44.25,No
Female,0,No,66,Yes,Yes,No,90.55,No
Male,0,No,1,Yes,No,No,69.9,Yes
Male,0,Yes,40,Yes,No,No internet service,20.4,No
Male,0,No,16,Yes,Yes,No,71.4,No
Female,0,No,2,Yes,No,No,87.15,Yes
Male,0,No,67,Yes,Yes,No internet service,24.85,No
Female,0,No,41,Yes,No,Yes,104.45,No
Female,0,Yes,56,Yes,No,No internet service,19.8,No
Female,0,No,72,Yes,Yes,Yes,116.45,No
Female,0,Yes,3,Yes,Yes,No,84.75,Yes
Female,0,No,54,Yes,No,No internet service,20.05,No
Male,1,No,52,Yes,Yes,No,110.75,No
Female,0,No,50,Yes,No,No,89.7,No
Male,0,No,14,Yes,Yes,No,89.95,Yes
Male,0,No,27,Yes,No,Yes,48.7,No
Female,1,No,72,Yes,Yes,Yes,96.6,No
Male,0,No,62,Yes,No,Yes,74.3,No
Female,0,No,12,Yes,No,No,54.3,No
Female,1,No,44,Yes,No,No,74.85,No
Male,0,Yes,54,Yes,No,No,79.95,No
Female,0,No,68,Yes,No,No internet service,20.05,No
Male,0,No,20,Yes,No,No internet service,19.4,No
Male,0,Yes,50,Yes,Yes,No,54.9,No
Male,0,No,58,Yes,Yes,No internet service,24.45,No
Male,0,Yes,35,Yes,Yes,No,89.65,No
Female,0,No,2,Yes,No,No,45.4,No
Male,0,Yes,63,Yes,Yes,Yes,75.7,No
Female,0,No,58,Yes,Yes,Yes,110.65,No
Female,0,Yes,27,Yes,No,No internet service,20.55,No
Female,0,No,71,Yes,Yes,Yes,115.15,No
Female,0,No,63,Yes,No,No,58.55,No
Male,0,No,71,Yes,Yes,No,93.25,No
Female,1,No,41,Yes,Yes,Yes,113.2,Yes
Male,1,No,13,Yes,No,No,90.5,Yes
Male,0,No,2,Yes,No,No,79,Yes
Female,0,Yes,68,Yes,No,No internet service,19.35,No
Male,0,Yes,1,Yes,No,Yes,48.75,No
Male,1,No,65,Yes,Yes,Yes,109.05,No
Male,1,No,72,Yes,Yes,No internet service,25,No
Female,0,No,28,Yes,Yes,No,54.9,No
Male,0,Yes,72,Yes,Yes,No internet service,24.75,No
Female,0,No,2,Yes,No,Yes,91.15,No
Female,0,Yes,18,Yes,No,No internet service,20.15,Yes
Male,1,No,60,Yes,Yes,No,104.35,No
Female,1,No,26,Yes,Yes,No,66.05,No
Male,0,Yes,1,Yes,No,No,71.65,Yes
Female,0,No,4,Yes,No,No internet service,20.35,Yes
Male,0,Yes,68,Yes,Yes,Yes,92.2,No
Female,0,No,38,Yes,No,No,84.25,Yes
Female,1,No,42,Yes,Yes,Yes,105.2,No
Female,0,No,57,Yes,No,No internet service,19.6,No
Male,0,No,54,No,No phone service,No,30.4,No
Female,0,No,12,Yes,No,No,78.1,Yes
Female,0,No,44,Yes,No,Yes,61.5,No
Male,0,Yes,42,Yes,Yes,Yes,69.4,No
Male,0,Yes,72,Yes,Yes,No internet service,24.75,No
Female,0,Yes,71,Yes,Yes,Yes,91.05,No
Female,0,No,19,Yes,Yes,No,89.65,Yes
Female,0,No,23,Yes,Yes,No,73.65,No
Female,0,No,30,Yes,No,No internet service,19.4,No
Male,0,No,35,Yes,Yes,No internet service,26.2,No
Female,0,No,10,Yes,Yes,Yes,98.7,Yes
Male,0,No,1,Yes,No,No,43.85,No
Male,0,No,22,Yes,No,No,69.7,No
Male,0,Yes,7,No,No phone service,Yes,38.55,No
Female,0,No,36,No,No phone service,Yes,53.1,No
Female,0,Yes,34,Yes,No,No internet service,20.65,No
Male,0,Yes,72,Yes,Yes,Yes,64.45,No
Male,0,Yes,36,Yes,Yes,No internet service,25.1,No
Female,0,No,1,Yes,No,No,76.35,Yes
Female,0,No,23,Yes,Yes,No,79.15,Yes
Male,1,No,32,Yes,Yes,No,85,Yes
Female,0,Yes,71,Yes,Yes,Yes,95.15,No
Female,1,No,23,Yes,Yes,No,79.35,No
Male,0,No,17,Yes,No,No,96.65,No
Male,0,No,1,Yes,No,No,75.5,No
Male,0,Yes,12,Yes,No,No internet service,19.7,No
Female,0,No,72,Yes,No,No internet service,20.5,No
Male,0,No,1,Yes,No,No internet service,19.2,No
Male,1,No,72,Yes,Yes,No,98.35,No
Male,0,Yes,60,Yes,Yes,No,74.35,No
Female,0,Yes,61,No,No phone service,No,51.35,No
Female,0,No,6,Yes,No,No,45.65,No
Male,1,No,32,Yes,Yes,No,85.3,Yes
Female,0,Yes,31,Yes,Yes,No,86.55,Yes
Male,0,No,19,Yes,No,No,73.85,Yes
Male,0,Yes,72,Yes,No,No internet service,20.3,No
Female,0,No,32,Yes,Yes,No,54.2,No
Male,0,No,65,Yes,Yes,No,90.65,No
Female,0,Yes,45,No,No phone service,Yes,50.9,No
Male,0,No,42,Yes,Yes,No internet service,25.05,No
Male,0,No,8,Yes,Yes,No,74.85,No
Male,0,Yes,32,Yes,No,No internet service,20.5,No
Female,1,No,22,Yes,Yes,Yes,63.55,No
Male,1,No,57,No,No phone service,No,44.85,Yes
Male,0,No,1,Yes,No,Yes,47.95,No
Male,1,No,1,Yes,No,No,45.1,Yes
Female,0,No,1,Yes,No,No,45,No
Male,0,No,24,Yes,No,No,96,Yes
Male,0,No,1,Yes,No,No internet service,20.05,Yes
Male,1,No,54,Yes,Yes,No,90.05,No
Female,0,No,4,Yes,Yes,No internet service,25.3,No
Male,0,Yes,65,Yes,Yes,Yes,108.65,Yes
Female,0,No,56,Yes,Yes,No internet service,24.3,No
Male,0,No,45,Yes,No,Yes,75.95,No
Female,0,Yes,71,Yes,No,No internet service,19.7,No
Male,0,No,59,Yes,No,Yes,66.4,No
Male,0,No,69,No,No phone service,No,35.75,No
Male,0,No,19,Yes,No,No internet service,18.8,No
Female,0,Yes,55,Yes,No,No internet service,19.4,No
Female,0,No,38,Yes,No,No internet service,19.3,No
Male,0,No,10,Yes,No,No,45.55,Yes
Female,1,No,47,Yes,Yes,Yes,67.45,No
Female,0,No,2,No,No phone service,No,35.1,Yes
Male,0,No,1,Yes,No,No,46.2,Yes
Female,0,No,1,Yes,No,No,45.15,Yes
Male,1,No,1,No,No phone service,No,43.3,Yes
Male,0,Yes,46,Yes,No,No internet service,20.1,No
Female,1,No,38,Yes,No,Yes,57.15,Yes
