order_date,메뉴,매출액
2021.11.06,티,3000
2019.08.13,오렌지주스,4900
2021.08.27,녹차,3800
2019.09.19,녹차,3800
2016.02.23,쿠키,2000
2021.02.14,에스프레소,3000
2025.01.20,바닐라라떼,4500
2023.11.11,오렌지주스,4700
2019.03.14,커피,4300
2021.08.14,오렌지주스,5700
2025.08.25,커피,4300
2022.02.05,카푸치노,4500
2015.10.25,오렌지주스,4900
2020.03.18,머핀,3500
2020.05.18,아메리카노,3200
2025.12.13,커피,4500
2019.06.07,샌드위치,6000
2017.07.30,케이크,6300
2016.03.26,아메리카노,3000
2020.03.08,자몽주스,5700
2022.05.11,바닐라라떼,5000
2021.07.21,바닐라라떼,5000
2019.02.24,카푸치노,4500
2019.06.05,에스프레소,3300
2023.11.29,라떼,4000
2016.11.14,녹차,4100
2024.02.05,스콘,3700
2024.11.29,에스프레소,3000
2020.04.03,카푸치노,4000
2019.02.28,오렌지주스,5700
2025.01.17,커피,3500
2018.12.09,샌드위치,5500
2021.04.17,케이크,5500
2023.09.15,에스프레소,3000
2020.09.08,쿠키,2000
2015.10.05,쿠키,2200
2016.06.15,라떼,4500
2020.09.28,홍차,3800
2018.12.15,티,3200
2021.08.16,샌드위치,5500
2015.08.11,바닐라라떼,5000
2020.01.25,콜드브루,5000
2016.03.04,베이글,2900
2024.07.16,에스프레소,3500
2024.07.14,머핀,3200
2016.08.12,쿠키,2500
2016.12.12,샌드위치,5500
2021.11.12,에스프레소,3000
2024.03.22,커피,3700
2016.09.21,에스프레소,3300
2023.04.08,자몽주스,4900
2018.04.19,머핀,3500
2015.04.27,자몽주스,4700
2020.07.14,홍차,3800
2022.03.18,아메리카노,3500
2019.09.01,홍차,3300
2017.05.29,녹차,3800
2016.04.02,샌드위치,5500
2025.01.16,스콘,2900
2022.05.02,케이크,5700
2021.05.15,머핀,3000
2019.06.04,홍차,3800
2023.04.17,녹차,3500
2019.02.15,라떼,4500
2023.11.17,스콘,3200
2019.01.08,샌드위치,5500
2020.01.21,에스프레소,2500
2018.06.28,머핀,3000
2016.10.30,머핀,3500
2021.02.20,레몬에이드,4800
2024.03.07,티,3800
2016.02.11,오렌지주스,4700
2018.07.11,오렌지주스,5200
2025.08.31,티,3500
2023.05.28,머핀,3500
